Corner,vsup,temperature,l55lp_v0101.lib.scs,l55lp_v0101.lib.scs,l55lp_v0101.lib.scs,Pass/Fail,"VDC(""/net13"")"
C0_913,2.6,60,ss_lp_io25,tt_lp_rvt12,ff_lp_bjt,,1.827
C0_914,2.6,70,ss_lp_io25,tt_lp_rvt12,ff_lp_bjt,,1.822
C0_915,2.6,80,ss_lp_io25,tt_lp_rvt12,ff_lp_bjt,,1.816
C0_916,2.6,90,ss_lp_io25,tt_lp_rvt12,ff_lp_bjt,,1.81
C0_917,2.6,100,ss_lp_io25,tt_lp_rvt12,ff_lp_bjt,,1.803
C0_918,2.8,-55,ss_lp_io25,tt_lp_rvt12,ff_lp_bjt,,2.145
C0_919,2.8,-50,ss_lp_io25,tt_lp_rvt12,ff_lp_bjt,,2.14
C0_920,2.8,-40,ss_lp_io25,tt_lp_rvt12,ff_lp_bjt,,2.132
C0_921,2.8,-30,ss_lp_io25,tt_lp_rvt12,ff_lp_bjt,,2.123
C0_922,2.8,-20,ss_lp_io25,tt_lp_rvt12,ff_lp_bjt,,2.114
C0_923,2.8,-10,ss_lp_io25,tt_lp_rvt12,ff_lp_bjt,,2.104
C0_924,2.8,0,ss_lp_io25,tt_lp_rvt12,ff_lp_bjt,,2.095
C0_925,2.8,10,ss_lp_io25,tt_lp_rvt12,ff_lp_bjt,,2.085
C0_926,2.8,20,ss_lp_io25,tt_lp_rvt12,ff_lp_bjt,,2.074
C0_927,2.8,30,ss_lp_io25,tt_lp_rvt12,ff_lp_bjt,,2.064
C0_928,2.8,40,ss_lp_io25,tt_lp_rvt12,ff_lp_bjt,,2.053
C0_929,2.8,50,ss_lp_io25,tt_lp_rvt12,ff_lp_bjt,,2.043
C0_930,2.8,60,ss_lp_io25,tt_lp_rvt12,ff_lp_bjt,,2.032
C0_931,2.8,70,ss_lp_io25,tt_lp_rvt12,ff_lp_bjt,,2.02
C0_932,2.8,80,ss_lp_io25,tt_lp_rvt12,ff_lp_bjt,,2.009
C0_933,2.8,90,ss_lp_io25,tt_lp_rvt12,ff_lp_bjt,,1.998
C0_934,2.8,100,ss_lp_io25,tt_lp_rvt12,ff_lp_bjt,,1.986
C0_935,3,-55,ss_lp_io25,tt_lp_rvt12,ff_lp_bjt,,2.275
C0_936,3,-50,ss_lp_io25,tt_lp_rvt12,ff_lp_bjt,,2.27
C0_937,3,-40,ss_lp_io25,tt_lp_rvt12,ff_lp_bjt,,2.258
C0_938,3,-30,ss_lp_io25,tt_lp_rvt12,ff_lp_bjt,,2.246
C0_939,3,-20,ss_lp_io25,tt_lp_rvt12,ff_lp_bjt,,2.234
C0_940,3,-10,ss_lp_io25,tt_lp_rvt12,ff_lp_bjt,,2.222
C0_941,3,0,ss_lp_io25,tt_lp_rvt12,ff_lp_bjt,,2.21
C0_942,3,10,ss_lp_io25,tt_lp_rvt12,ff_lp_bjt,,2.198
C0_943,3,20,ss_lp_io25,tt_lp_rvt12,ff_lp_bjt,,2.186
C0_944,3,30,ss_lp_io25,tt_lp_rvt12,ff_lp_bjt,,2.174
C0_945,3,40,ss_lp_io25,tt_lp_rvt12,ff_lp_bjt,,2.161
C0_946,3,50,ss_lp_io25,tt_lp_rvt12,ff_lp_bjt,,2.149
C0_947,3,60,ss_lp_io25,tt_lp_rvt12,ff_lp_bjt,,2.137
C0_948,3,70,ss_lp_io25,tt_lp_rvt12,ff_lp_bjt,,2.124
C0_949,3,80,ss_lp_io25,tt_lp_rvt12,ff_lp_bjt,,2.111
C0_950,3,90,ss_lp_io25,tt_lp_rvt12,ff_lp_bjt,,2.098
C0_951,3,100,ss_lp_io25,tt_lp_rvt12,ff_lp_bjt,,2.086
C0_952,1.6,-55,tt_lp_io25,tt_lp_rvt12,ff_lp_bjt,,0.6075
C0_953,1.6,-50,tt_lp_io25,tt_lp_rvt12,ff_lp_bjt,,0.5956
C0_954,1.6,-40,tt_lp_io25,tt_lp_rvt12,ff_lp_bjt,,0.572
C0_955,1.6,-30,tt_lp_io25,tt_lp_rvt12,ff_lp_bjt,,0.5483
C0_956,1.6,-20,tt_lp_io25,tt_lp_rvt12,ff_lp_bjt,,0.5247
C0_957,1.6,-10,tt_lp_io25,tt_lp_rvt12,ff_lp_bjt,,0.5008
C0_958,1.6,0,tt_lp_io25,tt_lp_rvt12,ff_lp_bjt,,0.477
C0_959,1.6,10,tt_lp_io25,tt_lp_rvt12,ff_lp_bjt,,0.4531
C0_960,1.6,20,tt_lp_io25,tt_lp_rvt12,ff_lp_bjt,,0.429
C0_961,1.6,30,tt_lp_io25,tt_lp_rvt12,ff_lp_bjt,,0.4049
C0_962,1.6,40,tt_lp_io25,tt_lp_rvt12,ff_lp_bjt,,0.3808
C0_963,1.6,50,tt_lp_io25,tt_lp_rvt12,ff_lp_bjt,,0.3565
C0_964,1.6,60,tt_lp_io25,tt_lp_rvt12,ff_lp_bjt,,0.3323
C0_965,1.6,70,tt_lp_io25,tt_lp_rvt12,ff_lp_bjt,,0.308
C0_966,1.6,80,tt_lp_io25,tt_lp_rvt12,ff_lp_bjt,,0.2837
C0_967,1.6,90,tt_lp_io25,tt_lp_rvt12,ff_lp_bjt,,0.2593
C0_968,1.6,100,tt_lp_io25,tt_lp_rvt12,ff_lp_bjt,,0.2348
C0_969,1.8,-55,tt_lp_io25,tt_lp_rvt12,ff_lp_bjt,,0.6074
C0_970,1.8,-50,tt_lp_io25,tt_lp_rvt12,ff_lp_bjt,,0.5956
C0_971,1.8,-40,tt_lp_io25,tt_lp_rvt12,ff_lp_bjt,,0.572
C0_972,1.8,-30,tt_lp_io25,tt_lp_rvt12,ff_lp_bjt,,0.5484
C0_973,1.8,-20,tt_lp_io25,tt_lp_rvt12,ff_lp_bjt,,0.5246
C0_974,1.8,-10,tt_lp_io25,tt_lp_rvt12,ff_lp_bjt,,0.5008
C0_975,1.8,0,tt_lp_io25,tt_lp_rvt12,ff_lp_bjt,,0.477
C0_976,1.8,10,tt_lp_io25,tt_lp_rvt12,ff_lp_bjt,,0.453
C0_977,1.8,20,tt_lp_io25,tt_lp_rvt12,ff_lp_bjt,,0.429
C0_978,1.8,30,tt_lp_io25,tt_lp_rvt12,ff_lp_bjt,,0.4049
C0_979,1.8,40,tt_lp_io25,tt_lp_rvt12,ff_lp_bjt,,0.3808
C0_980,1.8,50,tt_lp_io25,tt_lp_rvt12,ff_lp_bjt,,0.3566
C0_981,1.8,60,tt_lp_io25,tt_lp_rvt12,ff_lp_bjt,,0.3323
C0_982,1.8,70,tt_lp_io25,tt_lp_rvt12,ff_lp_bjt,,0.308
C0_983,1.8,80,tt_lp_io25,tt_lp_rvt12,ff_lp_bjt,,0.2837
C0_984,1.8,90,tt_lp_io25,tt_lp_rvt12,ff_lp_bjt,,0.2593
C0_985,1.8,100,tt_lp_io25,tt_lp_rvt12,ff_lp_bjt,,0.2348
C0_986,2,-55,tt_lp_io25,tt_lp_rvt12,ff_lp_bjt,,0.6074
C0_987,2,-50,tt_lp_io25,tt_lp_rvt12,ff_lp_bjt,,0.5956
C0_988,2,-40,tt_lp_io25,tt_lp_rvt12,ff_lp_bjt,,0.5721
C0_989,2,-30,tt_lp_io25,tt_lp_rvt12,ff_lp_bjt,,0.5484
C0_990,2,-20,tt_lp_io25,tt_lp_rvt12,ff_lp_bjt,,0.5246
C0_991,2,-10,tt_lp_io25,tt_lp_rvt12,ff_lp_bjt,,0.5009
C0_992,2,0,tt_lp_io25,tt_lp_rvt12,ff_lp_bjt,,0.4769
C0_993,2,10,tt_lp_io25,tt_lp_rvt12,ff_lp_bjt,,0.453
C0_994,2,20,tt_lp_io25,tt_lp_rvt12,ff_lp_bjt,,0.429
C0_995,2,30,tt_lp_io25,tt_lp_rvt12,ff_lp_bjt,,0.4049
C0_996,2,40,tt_lp_io25,tt_lp_rvt12,ff_lp_bjt,,0.3807
C0_997,2,50,tt_lp_io25,tt_lp_rvt12,ff_lp_bjt,,0.3566
C0_998,2,60,tt_lp_io25,tt_lp_rvt12,ff_lp_bjt,,0.3323
C0_999,2,70,tt_lp_io25,tt_lp_rvt12,ff_lp_bjt,,0.308
C0_1000,2,80,tt_lp_io25,tt_lp_rvt12,ff_lp_bjt,,0.2837
C0_1001,2,90,tt_lp_io25,tt_lp_rvt12,ff_lp_bjt,,0.2592
C0_1002,2,100,tt_lp_io25,tt_lp_rvt12,ff_lp_bjt,,0.2347
C0_1003,2.2,-55,tt_lp_io25,tt_lp_rvt12,ff_lp_bjt,,0.6074
C0_1004,2.2,-50,tt_lp_io25,tt_lp_rvt12,ff_lp_bjt,,0.5956
C0_1005,2.2,-40,tt_lp_io25,tt_lp_rvt12,ff_lp_bjt,,0.5721
C0_1006,2.2,-30,tt_lp_io25,tt_lp_rvt12,ff_lp_bjt,,0.5484
C0_1007,2.2,-20,tt_lp_io25,tt_lp_rvt12,ff_lp_bjt,,0.525
C0_1008,2.2,-10,tt_lp_io25,tt_lp_rvt12,ff_lp_bjt,,0.5008
C0_1009,2.2,0,tt_lp_io25,tt_lp_rvt12,ff_lp_bjt,,0.4771
C0_1010,2.2,10,tt_lp_io25,tt_lp_rvt12,ff_lp_bjt,,0.453
C0_1011,2.2,20,tt_lp_io25,tt_lp_rvt12,ff_lp_bjt,,0.4456
C0_1012,2.2,30,tt_lp_io25,tt_lp_rvt12,ff_lp_bjt,,0.4511
C0_1013,2.2,40,tt_lp_io25,tt_lp_rvt12,ff_lp_bjt,,0.4601
C0_1014,2.2,50,tt_lp_io25,tt_lp_rvt12,ff_lp_bjt,,0.473
C0_1015,2.2,60,tt_lp_io25,tt_lp_rvt12,ff_lp_bjt,,0.4887
C0_1016,2.2,70,tt_lp_io25,tt_lp_rvt12,ff_lp_bjt,,0.5076
C0_1017,2.2,80,tt_lp_io25,tt_lp_rvt12,ff_lp_bjt,,0.5291
C0_1018,2.2,90,tt_lp_io25,tt_lp_rvt12,ff_lp_bjt,,0.553
C0_1019,2.2,100,tt_lp_io25,tt_lp_rvt12,ff_lp_bjt,,0.5787
C0_1020,2.4,-55,tt_lp_io25,tt_lp_rvt12,ff_lp_bjt,,1.116
C0_1021,2.4,-50,tt_lp_io25,tt_lp_rvt12,ff_lp_bjt,,1.141
C0_1022,2.4,-40,tt_lp_io25,tt_lp_rvt12,ff_lp_bjt,,1.191
C0_1023,2.4,-30,tt_lp_io25,tt_lp_rvt12,ff_lp_bjt,,1.239
C0_1024,2.4,-20,tt_lp_io25,tt_lp_rvt12,ff_lp_bjt,,1.286
C0_1025,2.4,-10,tt_lp_io25,tt_lp_rvt12,ff_lp_bjt,,1.329
C0_1026,2.4,0,tt_lp_io25,tt_lp_rvt12,ff_lp_bjt,,1.369
C0_1027,2.4,10,tt_lp_io25,tt_lp_rvt12,ff_lp_bjt,,1.404
C0_1028,2.4,20,tt_lp_io25,tt_lp_rvt12,ff_lp_bjt,,1.434
C0_1029,2.4,30,tt_lp_io25,tt_lp_rvt12,ff_lp_bjt,,1.46
C0_1030,2.4,40,tt_lp_io25,tt_lp_rvt12,ff_lp_bjt,,1.482
C0_1031,2.4,50,tt_lp_io25,tt_lp_rvt12,ff_lp_bjt,,1.5
C0_1032,2.4,60,tt_lp_io25,tt_lp_rvt12,ff_lp_bjt,,1.515
C0_1033,2.4,70,tt_lp_io25,tt_lp_rvt12,ff_lp_bjt,,1.527
C0_1034,2.4,80,tt_lp_io25,tt_lp_rvt12,ff_lp_bjt,,1.537
C0_1035,2.4,90,tt_lp_io25,tt_lp_rvt12,ff_lp_bjt,,1.545
C0_1036,2.4,100,tt_lp_io25,tt_lp_rvt12,ff_lp_bjt,,1.551
C0_1037,2.6,-55,tt_lp_io25,tt_lp_rvt12,ff_lp_bjt,,1.976
C0_1038,2.6,-50,tt_lp_io25,tt_lp_rvt12,ff_lp_bjt,,1.977
C0_1039,2.6,-40,tt_lp_io25,tt_lp_rvt12,ff_lp_bjt,,1.977
C0_1040,2.6,-30,tt_lp_io25,tt_lp_rvt12,ff_lp_bjt,,1.976
C0_1041,2.6,-20,tt_lp_io25,tt_lp_rvt12,ff_lp_bjt,,1.973
C0_1042,2.6,-10,tt_lp_io25,tt_lp_rvt12,ff_lp_bjt,,1.97
C0_1043,2.6,0,tt_lp_io25,tt_lp_rvt12,ff_lp_bjt,,1.966
C0_1044,2.6,10,tt_lp_io25,tt_lp_rvt12,ff_lp_bjt,,1.96
C0_1045,2.6,20,tt_lp_io25,tt_lp_rvt12,ff_lp_bjt,,1.955
C0_1046,2.6,30,tt_lp_io25,tt_lp_rvt12,ff_lp_bjt,,1.948
C0_1047,2.6,40,tt_lp_io25,tt_lp_rvt12,ff_lp_bjt,,1.942
C0_1048,2.6,50,tt_lp_io25,tt_lp_rvt12,ff_lp_bjt,,1.934
C0_1049,2.6,60,tt_lp_io25,tt_lp_rvt12,ff_lp_bjt,,1.926
C0_1050,2.6,70,tt_lp_io25,tt_lp_rvt12,ff_lp_bjt,,1.918
C0_1051,2.6,80,tt_lp_io25,tt_lp_rvt12,ff_lp_bjt,,1.909
C0_1052,2.6,90,tt_lp_io25,tt_lp_rvt12,ff_lp_bjt,,1.901
C0_1053,2.6,100,tt_lp_io25,tt_lp_rvt12,ff_lp_bjt,,1.891
C0_1054,2.8,-55,tt_lp_io25,tt_lp_rvt12,ff_lp_bjt,,2.207
C0_1055,2.8,-50,tt_lp_io25,tt_lp_rvt12,ff_lp_bjt,,2.202
C0_1056,2.8,-40,tt_lp_io25,tt_lp_rvt12,ff_lp_bjt,,2.192
C0_1057,2.8,-30,tt_lp_io25,tt_lp_rvt12,ff_lp_bjt,,2.182
C0_1058,2.8,-20,tt_lp_io25,tt_lp_rvt12,ff_lp_bjt,,2.171
C0_1059,2.8,-10,tt_lp_io25,tt_lp_rvt12,ff_lp_bjt,,2.16
C0_1060,2.8,0,tt_lp_io25,tt_lp_rvt12,ff_lp_bjt,,2.15
C0_1061,2.8,10,tt_lp_io25,tt_lp_rvt12,ff_lp_bjt,,2.139
C0_1062,2.8,20,tt_lp_io25,tt_lp_rvt12,ff_lp_bjt,,2.128
C0_1063,2.8,30,tt_lp_io25,tt_lp_rvt12,ff_lp_bjt,,2.116
C0_1064,2.8,40,tt_lp_io25,tt_lp_rvt12,ff_lp_bjt,,2.105
C0_1065,2.8,50,tt_lp_io25,tt_lp_rvt12,ff_lp_bjt,,2.093
C0_1066,2.8,60,tt_lp_io25,tt_lp_rvt12,ff_lp_bjt,,2.082
C0_1067,2.8,70,tt_lp_io25,tt_lp_rvt12,ff_lp_bjt,,2.07
C0_1068,2.8,80,tt_lp_io25,tt_lp_rvt12,ff_lp_bjt,,2.058
C0_1069,2.8,90,tt_lp_io25,tt_lp_rvt12,ff_lp_bjt,,2.046
C0_1070,2.8,100,tt_lp_io25,tt_lp_rvt12,ff_lp_bjt,,2.034
C0_1071,3,-55,tt_lp_io25,tt_lp_rvt12,ff_lp_bjt,,2.313
C0_1072,3,-50,tt_lp_io25,tt_lp_rvt12,ff_lp_bjt,,2.307
C0_1073,3,-40,tt_lp_io25,tt_lp_rvt12,ff_lp_bjt,,2.295
C0_1074,3,-30,tt_lp_io25,tt_lp_rvt12,ff_lp_bjt,,2.283
C0_1075,3,-20,tt_lp_io25,tt_lp_rvt12,ff_lp_bjt,,2.271
C0_1076,3,-10,tt_lp_io25,tt_lp_rvt12,ff_lp_bjt,,2.259
C0_1077,3,0,tt_lp_io25,tt_lp_rvt12,ff_lp_bjt,,2.246
C0_1078,3,10,tt_lp_io25,tt_lp_rvt12,ff_lp_bjt,,2.234
C0_1079,3,20,tt_lp_io25,tt_lp_rvt12,ff_lp_bjt,,2.222
C0_1080,3,30,tt_lp_io25,tt_lp_rvt12,ff_lp_bjt,,2.209
C0_1081,3,40,tt_lp_io25,tt_lp_rvt12,ff_lp_bjt,,2.197
C0_1082,3,50,tt_lp_io25,tt_lp_rvt12,ff_lp_bjt,,2.184
C0_1083,3,60,tt_lp_io25,tt_lp_rvt12,ff_lp_bjt,,2.171
C0_1084,3,70,tt_lp_io25,tt_lp_rvt12,ff_lp_bjt,,2.159
C0_1085,3,80,tt_lp_io25,tt_lp_rvt12,ff_lp_bjt,,2.146
C0_1086,3,90,tt_lp_io25,tt_lp_rvt12,ff_lp_bjt,,2.133
C0_1087,3,100,tt_lp_io25,tt_lp_rvt12,ff_lp_bjt,,2.12
C0_1088,1.6,-55,ff_lp_io25,tt_lp_rvt12,ff_lp_bjt,,0.6074
C0_1089,1.6,-50,ff_lp_io25,tt_lp_rvt12,ff_lp_bjt,,0.5956
C0_1090,1.6,-40,ff_lp_io25,tt_lp_rvt12,ff_lp_bjt,,0.572
C0_1091,1.6,-30,ff_lp_io25,tt_lp_rvt12,ff_lp_bjt,,0.5484
C0_1092,1.6,-20,ff_lp_io25,tt_lp_rvt12,ff_lp_bjt,,0.5247
C0_1093,1.6,-10,ff_lp_io25,tt_lp_rvt12,ff_lp_bjt,,0.5009
C0_1094,1.6,0,ff_lp_io25,tt_lp_rvt12,ff_lp_bjt,,0.4769
C0_1095,1.6,10,ff_lp_io25,tt_lp_rvt12,ff_lp_bjt,,0.453
C0_1096,1.6,20,ff_lp_io25,tt_lp_rvt12,ff_lp_bjt,,0.429
C0_1097,1.6,30,ff_lp_io25,tt_lp_rvt12,ff_lp_bjt,,0.4049
C0_1098,1.6,40,ff_lp_io25,tt_lp_rvt12,ff_lp_bjt,,0.3807
C0_1099,1.6,50,ff_lp_io25,tt_lp_rvt12,ff_lp_bjt,,0.3565
C0_1100,1.6,60,ff_lp_io25,tt_lp_rvt12,ff_lp_bjt,,0.3323
C0_1101,1.6,70,ff_lp_io25,tt_lp_rvt12,ff_lp_bjt,,0.308
C0_1102,1.6,80,ff_lp_io25,tt_lp_rvt12,ff_lp_bjt,,0.2837
C0_1103,1.6,90,ff_lp_io25,tt_lp_rvt12,ff_lp_bjt,,0.2593
C0_1104,1.6,100,ff_lp_io25,tt_lp_rvt12,ff_lp_bjt,,0.2348
C0_1105,1.8,-55,ff_lp_io25,tt_lp_rvt12,ff_lp_bjt,,0.6074
C0_1106,1.8,-50,ff_lp_io25,tt_lp_rvt12,ff_lp_bjt,,0.5956
C0_1107,1.8,-40,ff_lp_io25,tt_lp_rvt12,ff_lp_bjt,,0.572
C0_1108,1.8,-30,ff_lp_io25,tt_lp_rvt12,ff_lp_bjt,,0.5484
C0_1109,1.8,-20,ff_lp_io25,tt_lp_rvt12,ff_lp_bjt,,0.5246
C0_1110,1.8,-10,ff_lp_io25,tt_lp_rvt12,ff_lp_bjt,,0.5008
C0_1111,1.8,0,ff_lp_io25,tt_lp_rvt12,ff_lp_bjt,,0.477
C0_1112,1.8,10,ff_lp_io25,tt_lp_rvt12,ff_lp_bjt,,0.4531
C0_1113,1.8,20,ff_lp_io25,tt_lp_rvt12,ff_lp_bjt,,0.429
C0_1114,1.8,30,ff_lp_io25,tt_lp_rvt12,ff_lp_bjt,,0.4049
C0_1115,1.8,40,ff_lp_io25,tt_lp_rvt12,ff_lp_bjt,,0.3808
C0_1116,1.8,50,ff_lp_io25,tt_lp_rvt12,ff_lp_bjt,,0.3566
C0_1117,1.8,60,ff_lp_io25,tt_lp_rvt12,ff_lp_bjt,,0.3323
C0_1118,1.8,70,ff_lp_io25,tt_lp_rvt12,ff_lp_bjt,,0.3081
C0_1119,1.8,80,ff_lp_io25,tt_lp_rvt12,ff_lp_bjt,,0.2837
C0_1120,1.8,90,ff_lp_io25,tt_lp_rvt12,ff_lp_bjt,,0.2593
C0_1121,1.8,100,ff_lp_io25,tt_lp_rvt12,ff_lp_bjt,,0.2348
C0_1122,2,-55,ff_lp_io25,tt_lp_rvt12,ff_lp_bjt,,0.6074
C0_1123,2,-50,ff_lp_io25,tt_lp_rvt12,ff_lp_bjt,,0.5956
C0_1124,2,-40,ff_lp_io25,tt_lp_rvt12,ff_lp_bjt,,0.572
C0_1125,2,-30,ff_lp_io25,tt_lp_rvt12,ff_lp_bjt,,0.5484
C0_1126,2,-20,ff_lp_io25,tt_lp_rvt12,ff_lp_bjt,,0.5246
C0_1127,2,-10,ff_lp_io25,tt_lp_rvt12,ff_lp_bjt,,0.5008
C0_1128,2,0,ff_lp_io25,tt_lp_rvt12,ff_lp_bjt,,0.4769
C0_1129,2,10,ff_lp_io25,tt_lp_rvt12,ff_lp_bjt,,0.453
C0_1130,2,20,ff_lp_io25,tt_lp_rvt12,ff_lp_bjt,,0.429
C0_1131,2,30,ff_lp_io25,tt_lp_rvt12,ff_lp_bjt,,0.405
C0_1132,2,40,ff_lp_io25,tt_lp_rvt12,ff_lp_bjt,,0.3808
C0_1133,2,50,ff_lp_io25,tt_lp_rvt12,ff_lp_bjt,,0.3566
C0_1134,2,60,ff_lp_io25,tt_lp_rvt12,ff_lp_bjt,,0.3324
C0_1135,2,70,ff_lp_io25,tt_lp_rvt12,ff_lp_bjt,,0.308
C0_1136,2,80,ff_lp_io25,tt_lp_rvt12,ff_lp_bjt,,0.2836
C0_1137,2,90,ff_lp_io25,tt_lp_rvt12,ff_lp_bjt,,0.2592
C0_1138,2,100,ff_lp_io25,tt_lp_rvt12,ff_lp_bjt,,0.2348
C0_1139,2.2,-55,ff_lp_io25,tt_lp_rvt12,ff_lp_bjt,,0.6074
C0_1140,2.2,-50,ff_lp_io25,tt_lp_rvt12,ff_lp_bjt,,0.5957
C0_1141,2.2,-40,ff_lp_io25,tt_lp_rvt12,ff_lp_bjt,,0.5763
C0_1142,2.2,-30,ff_lp_io25,tt_lp_rvt12,ff_lp_bjt,,0.5822
C0_1143,2.2,-20,ff_lp_io25,tt_lp_rvt12,ff_lp_bjt,,0.5933
C0_1144,2.2,-10,ff_lp_io25,tt_lp_rvt12,ff_lp_bjt,,0.609
C0_1145,2.2,0,ff_lp_io25,tt_lp_rvt12,ff_lp_bjt,,0.6294
C0_1146,2.2,10,ff_lp_io25,tt_lp_rvt12,ff_lp_bjt,,0.6535
C0_1147,2.2,20,ff_lp_io25,tt_lp_rvt12,ff_lp_bjt,,0.681
C0_1148,2.2,30,ff_lp_io25,tt_lp_rvt12,ff_lp_bjt,,0.7113
C0_1149,2.2,40,ff_lp_io25,tt_lp_rvt12,ff_lp_bjt,,0.7438
C0_1150,2.2,50,ff_lp_io25,tt_lp_rvt12,ff_lp_bjt,,0.7783
C0_1151,2.2,60,ff_lp_io25,tt_lp_rvt12,ff_lp_bjt,,0.8139
C0_1152,2.2,70,ff_lp_io25,tt_lp_rvt12,ff_lp_bjt,,0.8505
C0_1153,2.2,80,ff_lp_io25,tt_lp_rvt12,ff_lp_bjt,,0.8878
C0_1154,2.2,90,ff_lp_io25,tt_lp_rvt12,ff_lp_bjt,,0.9251
C0_1155,2.2,100,ff_lp_io25,tt_lp_rvt12,ff_lp_bjt,,0.962
C0_1156,2.4,-55,ff_lp_io25,tt_lp_rvt12,ff_lp_bjt,,1.541
C0_1157,2.4,-50,ff_lp_io25,tt_lp_rvt12,ff_lp_bjt,,1.56
C0_1158,2.4,-40,ff_lp_io25,tt_lp_rvt12,ff_lp_bjt,,1.593
C0_1159,2.4,-30,ff_lp_io25,tt_lp_rvt12,ff_lp_bjt,,1.622
C0_1160,2.4,-20,ff_lp_io25,tt_lp_rvt12,ff_lp_bjt,,1.645
C0_1161,2.4,-10,ff_lp_io25,tt_lp_rvt12,ff_lp_bjt,,1.664
C0_1162,2.4,0,ff_lp_io25,tt_lp_rvt12,ff_lp_bjt,,1.68
C0_1163,2.4,10,ff_lp_io25,tt_lp_rvt12,ff_lp_bjt,,1.692
C0_1164,2.4,20,ff_lp_io25,tt_lp_rvt12,ff_lp_bjt,,1.702
C0_1165,2.4,30,ff_lp_io25,tt_lp_rvt12,ff_lp_bjt,,1.71
C0_1166,2.4,40,ff_lp_io25,tt_lp_rvt12,ff_lp_bjt,,1.715
C0_1167,2.4,50,ff_lp_io25,tt_lp_rvt12,ff_lp_bjt,,1.719
C0_1168,2.4,60,ff_lp_io25,tt_lp_rvt12,ff_lp_bjt,,1.722
C0_1169,2.4,70,ff_lp_io25,tt_lp_rvt12,ff_lp_bjt,,1.722
C0_1170,2.4,80,ff_lp_io25,tt_lp_rvt12,ff_lp_bjt,,1.722
C0_1171,2.4,90,ff_lp_io25,tt_lp_rvt12,ff_lp_bjt,,1.721
C0_1172,2.4,100,ff_lp_io25,tt_lp_rvt12,ff_lp_bjt,,1.719
C0_1173,2.6,-55,ff_lp_io25,tt_lp_rvt12,ff_lp_bjt,,2.091
C0_1174,2.6,-50,ff_lp_io25,tt_lp_rvt12,ff_lp_bjt,,2.088
C0_1175,2.6,-40,ff_lp_io25,tt_lp_rvt12,ff_lp_bjt,,2.083
C0_1176,2.6,-30,ff_lp_io25,tt_lp_rvt12,ff_lp_bjt,,2.076
C0_1177,2.6,-20,ff_lp_io25,tt_lp_rvt12,ff_lp_bjt,,2.07
C0_1178,2.6,-10,ff_lp_io25,tt_lp_rvt12,ff_lp_bjt,,2.062
C0_1179,2.6,0,ff_lp_io25,tt_lp_rvt12,ff_lp_bjt,,2.054
C0_1180,2.6,10,ff_lp_io25,tt_lp_rvt12,ff_lp_bjt,,2.046
C0_1181,2.6,20,ff_lp_io25,tt_lp_rvt12,ff_lp_bjt,,2.038
C0_1182,2.6,30,ff_lp_io25,tt_lp_rvt12,ff_lp_bjt,,2.029
C0_1183,2.6,40,ff_lp_io25,tt_lp_rvt12,ff_lp_bjt,,2.02
C0_1184,2.6,50,ff_lp_io25,tt_lp_rvt12,ff_lp_bjt,,2.01
C0_1185,2.6,60,ff_lp_io25,tt_lp_rvt12,ff_lp_bjt,,2.001
C0_1186,2.6,70,ff_lp_io25,tt_lp_rvt12,ff_lp_bjt,,1.99
C0_1187,2.6,80,ff_lp_io25,tt_lp_rvt12,ff_lp_bjt,,1.98
C0_1188,2.6,90,ff_lp_io25,tt_lp_rvt12,ff_lp_bjt,,1.97
C0_1189,2.6,100,ff_lp_io25,tt_lp_rvt12,ff_lp_bjt,,1.959
C0_1190,2.8,-55,ff_lp_io25,tt_lp_rvt12,ff_lp_bjt,,2.257
C0_1191,2.8,-50,ff_lp_io25,tt_lp_rvt12,ff_lp_bjt,,2.252
C0_1192,2.8,-40,ff_lp_io25,tt_lp_rvt12,ff_lp_bjt,,2.241
C0_1193,2.8,-30,ff_lp_io25,tt_lp_rvt12,ff_lp_bjt,,2.229
C0_1194,2.8,-20,ff_lp_io25,tt_lp_rvt12,ff_lp_bjt,,2.218
C0_1195,2.8,-10,ff_lp_io25,tt_lp_rvt12,ff_lp_bjt,,2.207
C0_1196,2.8,0,ff_lp_io25,tt_lp_rvt12,ff_lp_bjt,,2.196
C0_1197,2.8,10,ff_lp_io25,tt_lp_rvt12,ff_lp_bjt,,2.184
C0_1198,2.8,20,ff_lp_io25,tt_lp_rvt12,ff_lp_bjt,,2.172
C0_1199,2.8,30,ff_lp_io25,tt_lp_rvt12,ff_lp_bjt,,2.16
C0_1200,2.8,40,ff_lp_io25,tt_lp_rvt12,ff_lp_bjt,,2.149
C0_1201,2.8,50,ff_lp_io25,tt_lp_rvt12,ff_lp_bjt,,2.137
C0_1202,2.8,60,ff_lp_io25,tt_lp_rvt12,ff_lp_bjt,,2.125
C0_1203,2.8,70,ff_lp_io25,tt_lp_rvt12,ff_lp_bjt,,2.112
C0_1204,2.8,80,ff_lp_io25,tt_lp_rvt12,ff_lp_bjt,,2.1
C0_1205,2.8,90,ff_lp_io25,tt_lp_rvt12,ff_lp_bjt,,2.088
C0_1206,2.8,100,ff_lp_io25,tt_lp_rvt12,ff_lp_bjt,,2.075
C0_1207,3,-55,ff_lp_io25,tt_lp_rvt12,ff_lp_bjt,,2.346
C0_1208,3,-50,ff_lp_io25,tt_lp_rvt12,ff_lp_bjt,,2.34
