Corner,vsup,temperature,l55lp_v0101.lib.scs,l55lp_v0101.lib.scs,l55lp_v0101.lib.scs,Pass/Fail,"VDC(""/net13"")"
C0_1881,2.8,50,tt_lp_io25,ss_lp_rvt12,tt_lp_bjt,,2.153
C0_1882,2.8,60,tt_lp_io25,ss_lp_rvt12,tt_lp_bjt,,2.141
C0_1883,2.8,70,tt_lp_io25,ss_lp_rvt12,tt_lp_bjt,,2.129
C0_1884,2.8,80,tt_lp_io25,ss_lp_rvt12,tt_lp_bjt,,2.118
C0_1885,2.8,90,tt_lp_io25,ss_lp_rvt12,tt_lp_bjt,,2.106
C0_1886,2.8,100,tt_lp_io25,ss_lp_rvt12,tt_lp_bjt,,2.094
C0_1887,3,-55,tt_lp_io25,ss_lp_rvt12,tt_lp_bjt,,2.365
C0_1888,3,-50,tt_lp_io25,ss_lp_rvt12,tt_lp_bjt,,2.359
C0_1889,3,-40,tt_lp_io25,ss_lp_rvt12,tt_lp_bjt,,2.347
C0_1890,3,-30,tt_lp_io25,ss_lp_rvt12,tt_lp_bjt,,2.335
C0_1891,3,-20,tt_lp_io25,ss_lp_rvt12,tt_lp_bjt,,2.323
C0_1892,3,-10,tt_lp_io25,ss_lp_rvt12,tt_lp_bjt,,2.311
C0_1893,3,0,tt_lp_io25,ss_lp_rvt12,tt_lp_bjt,,2.299
C0_1894,3,10,tt_lp_io25,ss_lp_rvt12,tt_lp_bjt,,2.287
C0_1895,3,20,tt_lp_io25,ss_lp_rvt12,tt_lp_bjt,,2.275
C0_1896,3,30,tt_lp_io25,ss_lp_rvt12,tt_lp_bjt,,2.262
C0_1897,3,40,tt_lp_io25,ss_lp_rvt12,tt_lp_bjt,,2.25
C0_1898,3,50,tt_lp_io25,ss_lp_rvt12,tt_lp_bjt,,2.238
C0_1899,3,60,tt_lp_io25,ss_lp_rvt12,tt_lp_bjt,,2.225
C0_1900,3,70,tt_lp_io25,ss_lp_rvt12,tt_lp_bjt,,2.212
C0_1901,3,80,tt_lp_io25,ss_lp_rvt12,tt_lp_bjt,,2.2
C0_1902,3,90,tt_lp_io25,ss_lp_rvt12,tt_lp_bjt,,2.187
C0_1903,3,100,tt_lp_io25,ss_lp_rvt12,tt_lp_bjt,,2.174
C0_1904,1.6,-55,ff_lp_io25,ss_lp_rvt12,tt_lp_bjt,,0.5876
C0_1905,1.6,-50,ff_lp_io25,ss_lp_rvt12,tt_lp_bjt,,0.5753
C0_1906,1.6,-40,ff_lp_io25,ss_lp_rvt12,tt_lp_bjt,,0.5507
C0_1907,1.6,-30,ff_lp_io25,ss_lp_rvt12,tt_lp_bjt,,0.5261
C0_1908,1.6,-20,ff_lp_io25,ss_lp_rvt12,tt_lp_bjt,,0.5013
C0_1909,1.6,-10,ff_lp_io25,ss_lp_rvt12,tt_lp_bjt,,0.4765
C0_1910,1.6,0,ff_lp_io25,ss_lp_rvt12,tt_lp_bjt,,0.4516
C0_1911,1.6,10,ff_lp_io25,ss_lp_rvt12,tt_lp_bjt,,0.4266
C0_1912,1.6,20,ff_lp_io25,ss_lp_rvt12,tt_lp_bjt,,0.4016
C0_1913,1.6,30,ff_lp_io25,ss_lp_rvt12,tt_lp_bjt,,0.3765
C0_1914,1.6,40,ff_lp_io25,ss_lp_rvt12,tt_lp_bjt,,0.3513
C0_1915,1.6,50,ff_lp_io25,ss_lp_rvt12,tt_lp_bjt,,0.3261
C0_1916,1.6,60,ff_lp_io25,ss_lp_rvt12,tt_lp_bjt,,0.3009
C0_1917,1.6,70,ff_lp_io25,ss_lp_rvt12,tt_lp_bjt,,0.2756
C0_1918,1.6,80,ff_lp_io25,ss_lp_rvt12,tt_lp_bjt,,0.2504
C0_1919,1.6,90,ff_lp_io25,ss_lp_rvt12,tt_lp_bjt,,0.2249
C0_1920,1.6,100,ff_lp_io25,ss_lp_rvt12,tt_lp_bjt,,0.1993
C0_1921,1.8,-55,ff_lp_io25,ss_lp_rvt12,tt_lp_bjt,,0.5876
C0_1922,1.8,-50,ff_lp_io25,ss_lp_rvt12,tt_lp_bjt,,0.5753
C0_1923,1.8,-40,ff_lp_io25,ss_lp_rvt12,tt_lp_bjt,,0.5507
C0_1924,1.8,-30,ff_lp_io25,ss_lp_rvt12,tt_lp_bjt,,0.526
C0_1925,1.8,-20,ff_lp_io25,ss_lp_rvt12,tt_lp_bjt,,0.5013
C0_1926,1.8,-10,ff_lp_io25,ss_lp_rvt12,tt_lp_bjt,,0.4765
C0_1927,1.8,0,ff_lp_io25,ss_lp_rvt12,tt_lp_bjt,,0.4516
C0_1928,1.8,10,ff_lp_io25,ss_lp_rvt12,tt_lp_bjt,,0.4266
C0_1929,1.8,20,ff_lp_io25,ss_lp_rvt12,tt_lp_bjt,,0.4016
C0_1930,1.8,30,ff_lp_io25,ss_lp_rvt12,tt_lp_bjt,,0.3765
C0_1931,1.8,40,ff_lp_io25,ss_lp_rvt12,tt_lp_bjt,,0.3513
C0_1932,1.8,50,ff_lp_io25,ss_lp_rvt12,tt_lp_bjt,,0.3262
C0_1933,1.8,60,ff_lp_io25,ss_lp_rvt12,tt_lp_bjt,,0.3009
C0_1934,1.8,70,ff_lp_io25,ss_lp_rvt12,tt_lp_bjt,,0.2756
C0_1935,1.8,80,ff_lp_io25,ss_lp_rvt12,tt_lp_bjt,,0.2503
C0_1936,1.8,90,ff_lp_io25,ss_lp_rvt12,tt_lp_bjt,,0.2249
C0_1937,1.8,100,ff_lp_io25,ss_lp_rvt12,tt_lp_bjt,,0.1993
C0_1938,2,-55,ff_lp_io25,ss_lp_rvt12,tt_lp_bjt,,0.5876
C0_1939,2,-50,ff_lp_io25,ss_lp_rvt12,tt_lp_bjt,,0.5753
C0_1940,2,-40,ff_lp_io25,ss_lp_rvt12,tt_lp_bjt,,0.5507
C0_1941,2,-30,ff_lp_io25,ss_lp_rvt12,tt_lp_bjt,,0.526
C0_1942,2,-20,ff_lp_io25,ss_lp_rvt12,tt_lp_bjt,,0.5013
C0_1943,2,-10,ff_lp_io25,ss_lp_rvt12,tt_lp_bjt,,0.4765
C0_1944,2,0,ff_lp_io25,ss_lp_rvt12,tt_lp_bjt,,0.4516
C0_1945,2,10,ff_lp_io25,ss_lp_rvt12,tt_lp_bjt,,0.4266
C0_1946,2,20,ff_lp_io25,ss_lp_rvt12,tt_lp_bjt,,0.4016
C0_1947,2,30,ff_lp_io25,ss_lp_rvt12,tt_lp_bjt,,0.3766
C0_1948,2,40,ff_lp_io25,ss_lp_rvt12,tt_lp_bjt,,0.3514
C0_1949,2,50,ff_lp_io25,ss_lp_rvt12,tt_lp_bjt,,0.3261
C0_1950,2,60,ff_lp_io25,ss_lp_rvt12,tt_lp_bjt,,0.3009
C0_1951,2,70,ff_lp_io25,ss_lp_rvt12,tt_lp_bjt,,0.2756
C0_1952,2,80,ff_lp_io25,ss_lp_rvt12,tt_lp_bjt,,0.2502
C0_1953,2,90,ff_lp_io25,ss_lp_rvt12,tt_lp_bjt,,0.2248
C0_1954,2,100,ff_lp_io25,ss_lp_rvt12,tt_lp_bjt,,0.222
C0_1955,2.2,-55,ff_lp_io25,ss_lp_rvt12,tt_lp_bjt,,0.6016
C0_1956,2.2,-50,ff_lp_io25,ss_lp_rvt12,tt_lp_bjt,,0.6065
C0_1957,2.2,-40,ff_lp_io25,ss_lp_rvt12,tt_lp_bjt,,0.622
C0_1958,2.2,-30,ff_lp_io25,ss_lp_rvt12,tt_lp_bjt,,0.644
C0_1959,2.2,-20,ff_lp_io25,ss_lp_rvt12,tt_lp_bjt,,0.6729
C0_1960,2.2,-10,ff_lp_io25,ss_lp_rvt12,tt_lp_bjt,,0.707
C0_1961,2.2,0,ff_lp_io25,ss_lp_rvt12,tt_lp_bjt,,0.7462
C0_1962,2.2,10,ff_lp_io25,ss_lp_rvt12,tt_lp_bjt,,0.7886
C0_1963,2.2,20,ff_lp_io25,ss_lp_rvt12,tt_lp_bjt,,0.8346
C0_1964,2.2,30,ff_lp_io25,ss_lp_rvt12,tt_lp_bjt,,0.8818
C0_1965,2.2,40,ff_lp_io25,ss_lp_rvt12,tt_lp_bjt,,0.9307
C0_1966,2.2,50,ff_lp_io25,ss_lp_rvt12,tt_lp_bjt,,0.98
C0_1967,2.2,60,ff_lp_io25,ss_lp_rvt12,tt_lp_bjt,,1.029
C0_1968,2.2,70,ff_lp_io25,ss_lp_rvt12,tt_lp_bjt,,1.076
C0_1969,2.2,80,ff_lp_io25,ss_lp_rvt12,tt_lp_bjt,,1.119
C0_1970,2.2,90,ff_lp_io25,ss_lp_rvt12,tt_lp_bjt,,1.159
C0_1971,2.2,100,ff_lp_io25,ss_lp_rvt12,tt_lp_bjt,,1.195
C0_1972,2.4,-55,ff_lp_io25,ss_lp_rvt12,tt_lp_bjt,,1.668
C0_1973,2.4,-50,ff_lp_io25,ss_lp_rvt12,tt_lp_bjt,,1.684
C0_1974,2.4,-40,ff_lp_io25,ss_lp_rvt12,tt_lp_bjt,,1.711
C0_1975,2.4,-30,ff_lp_io25,ss_lp_rvt12,tt_lp_bjt,,1.734
C0_1976,2.4,-20,ff_lp_io25,ss_lp_rvt12,tt_lp_bjt,,1.753
C0_1977,2.4,-10,ff_lp_io25,ss_lp_rvt12,tt_lp_bjt,,1.769
C0_1978,2.4,0,ff_lp_io25,ss_lp_rvt12,tt_lp_bjt,,1.781
C0_1979,2.4,10,ff_lp_io25,ss_lp_rvt12,tt_lp_bjt,,1.791
C0_1980,2.4,20,ff_lp_io25,ss_lp_rvt12,tt_lp_bjt,,1.799
C0_1981,2.4,30,ff_lp_io25,ss_lp_rvt12,tt_lp_bjt,,1.805
C0_1982,2.4,40,ff_lp_io25,ss_lp_rvt12,tt_lp_bjt,,1.809
C0_1983,2.4,50,ff_lp_io25,ss_lp_rvt12,tt_lp_bjt,,1.811
C0_1984,2.4,60,ff_lp_io25,ss_lp_rvt12,tt_lp_bjt,,1.812
C0_1985,2.4,70,ff_lp_io25,ss_lp_rvt12,tt_lp_bjt,,1.812
C0_1986,2.4,80,ff_lp_io25,ss_lp_rvt12,tt_lp_bjt,,1.81
C0_1987,2.4,90,ff_lp_io25,ss_lp_rvt12,tt_lp_bjt,,1.808
C0_1988,2.4,100,ff_lp_io25,ss_lp_rvt12,tt_lp_bjt,,1.805
C0_1989,2.6,-55,ff_lp_io25,ss_lp_rvt12,tt_lp_bjt,,2.157
C0_1990,2.6,-50,ff_lp_io25,ss_lp_rvt12,tt_lp_bjt,,2.155
C0_1991,2.6,-40,ff_lp_io25,ss_lp_rvt12,tt_lp_bjt,,2.149
C0_1992,2.6,-30,ff_lp_io25,ss_lp_rvt12,tt_lp_bjt,,2.142
C0_1993,2.6,-20,ff_lp_io25,ss_lp_rvt12,tt_lp_bjt,,2.135
C0_1994,2.6,-10,ff_lp_io25,ss_lp_rvt12,tt_lp_bjt,,2.128
C0_1995,2.6,0,ff_lp_io25,ss_lp_rvt12,tt_lp_bjt,,2.12
C0_1996,2.6,10,ff_lp_io25,ss_lp_rvt12,tt_lp_bjt,,2.112
C0_1997,2.6,20,ff_lp_io25,ss_lp_rvt12,tt_lp_bjt,,2.103
C0_1998,2.6,30,ff_lp_io25,ss_lp_rvt12,tt_lp_bjt,,2.094
C0_1999,2.6,40,ff_lp_io25,ss_lp_rvt12,tt_lp_bjt,,2.085
C0_2000,2.6,50,ff_lp_io25,ss_lp_rvt12,tt_lp_bjt,,2.075
C0_2001,2.6,60,ff_lp_io25,ss_lp_rvt12,tt_lp_bjt,,2.066
C0_2002,2.6,70,ff_lp_io25,ss_lp_rvt12,tt_lp_bjt,,2.056
C0_2003,2.6,80,ff_lp_io25,ss_lp_rvt12,tt_lp_bjt,,2.045
C0_2004,2.6,90,ff_lp_io25,ss_lp_rvt12,tt_lp_bjt,,2.035
C0_2005,2.6,100,ff_lp_io25,ss_lp_rvt12,tt_lp_bjt,,2.024
C0_2006,2.8,-55,ff_lp_io25,ss_lp_rvt12,tt_lp_bjt,,2.312
C0_2007,2.8,-50,ff_lp_io25,ss_lp_rvt12,tt_lp_bjt,,2.307
C0_2008,2.8,-40,ff_lp_io25,ss_lp_rvt12,tt_lp_bjt,,2.296
C0_2009,2.8,-30,ff_lp_io25,ss_lp_rvt12,tt_lp_bjt,,2.285
C0_2010,2.8,-20,ff_lp_io25,ss_lp_rvt12,tt_lp_bjt,,2.274
C0_2011,2.8,-10,ff_lp_io25,ss_lp_rvt12,tt_lp_bjt,,2.263
C0_2012,2.8,0,ff_lp_io25,ss_lp_rvt12,tt_lp_bjt,,2.251
C0_2013,2.8,10,ff_lp_io25,ss_lp_rvt12,tt_lp_bjt,,2.24
C0_2014,2.8,20,ff_lp_io25,ss_lp_rvt12,tt_lp_bjt,,2.228
C0_2015,2.8,30,ff_lp_io25,ss_lp_rvt12,tt_lp_bjt,,2.217
C0_2016,2.8,40,ff_lp_io25,ss_lp_rvt12,tt_lp_bjt,,2.205
C0_2017,2.8,50,ff_lp_io25,ss_lp_rvt12,tt_lp_bjt,,2.193
C0_2018,2.8,60,ff_lp_io25,ss_lp_rvt12,tt_lp_bjt,,2.181
C0_2019,2.8,70,ff_lp_io25,ss_lp_rvt12,tt_lp_bjt,,2.169
C0_2020,2.8,80,ff_lp_io25,ss_lp_rvt12,tt_lp_bjt,,2.157
C0_2021,2.8,90,ff_lp_io25,ss_lp_rvt12,tt_lp_bjt,,2.145
C0_2022,2.8,100,ff_lp_io25,ss_lp_rvt12,tt_lp_bjt,,2.132
C0_2023,3,-55,ff_lp_io25,ss_lp_rvt12,tt_lp_bjt,,2.395
C0_2024,3,-50,ff_lp_io25,ss_lp_rvt12,tt_lp_bjt,,2.39
C0_2025,3,-40,ff_lp_io25,ss_lp_rvt12,tt_lp_bjt,,2.377
C0_2026,3,-30,ff_lp_io25,ss_lp_rvt12,tt_lp_bjt,,2.365
C0_2027,3,-20,ff_lp_io25,ss_lp_rvt12,tt_lp_bjt,,2.353
C0_2028,3,-10,ff_lp_io25,ss_lp_rvt12,tt_lp_bjt,,2.341
C0_2029,3,0,ff_lp_io25,ss_lp_rvt12,tt_lp_bjt,,2.329
C0_2030,3,10,ff_lp_io25,ss_lp_rvt12,tt_lp_bjt,,2.317
C0_2031,3,20,ff_lp_io25,ss_lp_rvt12,tt_lp_bjt,,2.304
C0_2032,3,30,ff_lp_io25,ss_lp_rvt12,tt_lp_bjt,,2.292
C0_2033,3,40,ff_lp_io25,ss_lp_rvt12,tt_lp_bjt,,2.279
C0_2034,3,50,ff_lp_io25,ss_lp_rvt12,tt_lp_bjt,,2.267
C0_2035,3,60,ff_lp_io25,ss_lp_rvt12,tt_lp_bjt,,2.254
C0_2036,3,70,ff_lp_io25,ss_lp_rvt12,tt_lp_bjt,,2.241
C0_2037,3,80,ff_lp_io25,ss_lp_rvt12,tt_lp_bjt,,2.229
C0_2038,3,90,ff_lp_io25,ss_lp_rvt12,tt_lp_bjt,,2.216
C0_2039,3,100,ff_lp_io25,ss_lp_rvt12,tt_lp_bjt,,2.203
C0_2040,1.6,-55,ss_lp_io25,tt_lp_rvt12,tt_lp_bjt,,0.605
C0_2041,1.6,-50,ss_lp_io25,tt_lp_rvt12,tt_lp_bjt,,0.5931
C0_2042,1.6,-40,ss_lp_io25,tt_lp_rvt12,tt_lp_bjt,,0.5695
C0_2043,1.6,-30,ss_lp_io25,tt_lp_rvt12,tt_lp_bjt,,0.5456
C0_2044,1.6,-20,ss_lp_io25,tt_lp_rvt12,tt_lp_bjt,,0.5217
C0_2045,1.6,-10,ss_lp_io25,tt_lp_rvt12,tt_lp_bjt,,0.4977
C0_2046,1.6,0,ss_lp_io25,tt_lp_rvt12,tt_lp_bjt,,0.4737
C0_2047,1.6,10,ss_lp_io25,tt_lp_rvt12,tt_lp_bjt,,0.4496
C0_2048,1.6,20,ss_lp_io25,tt_lp_rvt12,tt_lp_bjt,,0.4254
C0_2049,1.6,30,ss_lp_io25,tt_lp_rvt12,tt_lp_bjt,,0.4012
C0_2050,1.6,40,ss_lp_io25,tt_lp_rvt12,tt_lp_bjt,,0.3769
C0_2051,1.6,50,ss_lp_io25,tt_lp_rvt12,tt_lp_bjt,,0.3526
C0_2052,1.6,60,ss_lp_io25,tt_lp_rvt12,tt_lp_bjt,,0.3282
C0_2053,1.6,70,ss_lp_io25,tt_lp_rvt12,tt_lp_bjt,,0.3038
C0_2054,1.6,80,ss_lp_io25,tt_lp_rvt12,tt_lp_bjt,,0.2792
C0_2055,1.6,90,ss_lp_io25,tt_lp_rvt12,tt_lp_bjt,,0.2547
C0_2056,1.6,100,ss_lp_io25,tt_lp_rvt12,tt_lp_bjt,,0.2302
C0_2057,1.8,-55,ss_lp_io25,tt_lp_rvt12,tt_lp_bjt,,0.605
C0_2058,1.8,-50,ss_lp_io25,tt_lp_rvt12,tt_lp_bjt,,0.5931
C0_2059,1.8,-40,ss_lp_io25,tt_lp_rvt12,tt_lp_bjt,,0.5694
C0_2060,1.8,-30,ss_lp_io25,tt_lp_rvt12,tt_lp_bjt,,0.5456
C0_2061,1.8,-20,ss_lp_io25,tt_lp_rvt12,tt_lp_bjt,,0.5217
C0_2062,1.8,-10,ss_lp_io25,tt_lp_rvt12,tt_lp_bjt,,0.4977
C0_2063,1.8,0,ss_lp_io25,tt_lp_rvt12,tt_lp_bjt,,0.4737
C0_2064,1.8,10,ss_lp_io25,tt_lp_rvt12,tt_lp_bjt,,0.4496
C0_2065,1.8,20,ss_lp_io25,tt_lp_rvt12,tt_lp_bjt,,0.4255
C0_2066,1.8,30,ss_lp_io25,tt_lp_rvt12,tt_lp_bjt,,0.4012
C0_2067,1.8,40,ss_lp_io25,tt_lp_rvt12,tt_lp_bjt,,0.3769
C0_2068,1.8,50,ss_lp_io25,tt_lp_rvt12,tt_lp_bjt,,0.3526
C0_2069,1.8,60,ss_lp_io25,tt_lp_rvt12,tt_lp_bjt,,0.3282
C0_2070,1.8,70,ss_lp_io25,tt_lp_rvt12,tt_lp_bjt,,0.3037
C0_2071,1.8,80,ss_lp_io25,tt_lp_rvt12,tt_lp_bjt,,0.2792
C0_2072,1.8,90,ss_lp_io25,tt_lp_rvt12,tt_lp_bjt,,0.2547
C0_2073,1.8,100,ss_lp_io25,tt_lp_rvt12,tt_lp_bjt,,0.2302
C0_2074,2,-55,ss_lp_io25,tt_lp_rvt12,tt_lp_bjt,,0.6051
C0_2075,2,-50,ss_lp_io25,tt_lp_rvt12,tt_lp_bjt,,0.5931
C0_2076,2,-40,ss_lp_io25,tt_lp_rvt12,tt_lp_bjt,,0.5694
C0_2077,2,-30,ss_lp_io25,tt_lp_rvt12,tt_lp_bjt,,0.5456
C0_2078,2,-20,ss_lp_io25,tt_lp_rvt12,tt_lp_bjt,,0.5217
C0_2079,2,-10,ss_lp_io25,tt_lp_rvt12,tt_lp_bjt,,0.4978
C0_2080,2,0,ss_lp_io25,tt_lp_rvt12,tt_lp_bjt,,0.4737
C0_2081,2,10,ss_lp_io25,tt_lp_rvt12,tt_lp_bjt,,0.4497
C0_2082,2,20,ss_lp_io25,tt_lp_rvt12,tt_lp_bjt,,0.4254
C0_2083,2,30,ss_lp_io25,tt_lp_rvt12,tt_lp_bjt,,0.4013
C0_2084,2,40,ss_lp_io25,tt_lp_rvt12,tt_lp_bjt,,0.3769
C0_2085,2,50,ss_lp_io25,tt_lp_rvt12,tt_lp_bjt,,0.3526
C0_2086,2,60,ss_lp_io25,tt_lp_rvt12,tt_lp_bjt,,0.3282
C0_2087,2,70,ss_lp_io25,tt_lp_rvt12,tt_lp_bjt,,0.3037
C0_2088,2,80,ss_lp_io25,tt_lp_rvt12,tt_lp_bjt,,0.2792
C0_2089,2,90,ss_lp_io25,tt_lp_rvt12,tt_lp_bjt,,0.2547
C0_2090,2,100,ss_lp_io25,tt_lp_rvt12,tt_lp_bjt,,0.2301
C0_2091,2.2,-55,ss_lp_io25,tt_lp_rvt12,tt_lp_bjt,,0.605
C0_2092,2.2,-50,ss_lp_io25,tt_lp_rvt12,tt_lp_bjt,,0.5931
C0_2093,2.2,-40,ss_lp_io25,tt_lp_rvt12,tt_lp_bjt,,0.5694
C0_2094,2.2,-30,ss_lp_io25,tt_lp_rvt12,tt_lp_bjt,,0.5456
C0_2095,2.2,-20,ss_lp_io25,tt_lp_rvt12,tt_lp_bjt,,0.5217
C0_2096,2.2,-10,ss_lp_io25,tt_lp_rvt12,tt_lp_bjt,,0.4977
C0_2097,2.2,0,ss_lp_io25,tt_lp_rvt12,tt_lp_bjt,,0.4737
C0_2098,2.2,10,ss_lp_io25,tt_lp_rvt12,tt_lp_bjt,,0.4496
C0_2099,2.2,20,ss_lp_io25,tt_lp_rvt12,tt_lp_bjt,,0.4254
C0_2100,2.2,30,ss_lp_io25,tt_lp_rvt12,tt_lp_bjt,,0.4012
C0_2101,2.2,40,ss_lp_io25,tt_lp_rvt12,tt_lp_bjt,,0.3769
C0_2102,2.2,50,ss_lp_io25,tt_lp_rvt12,tt_lp_bjt,,0.3526
C0_2103,2.2,60,ss_lp_io25,tt_lp_rvt12,tt_lp_bjt,,0.3282
C0_2104,2.2,70,ss_lp_io25,tt_lp_rvt12,tt_lp_bjt,,0.3037
C0_2105,2.2,80,ss_lp_io25,tt_lp_rvt12,tt_lp_bjt,,0.3025
C0_2106,2.2,90,ss_lp_io25,tt_lp_rvt12,tt_lp_bjt,,0.3061
C0_2107,2.2,100,ss_lp_io25,tt_lp_rvt12,tt_lp_bjt,,0.3126
C0_2108,2.4,-55,ss_lp_io25,tt_lp_rvt12,tt_lp_bjt,,0.7527
C0_2109,2.4,-50,ss_lp_io25,tt_lp_rvt12,tt_lp_bjt,,0.766
C0_2110,2.4,-40,ss_lp_io25,tt_lp_rvt12,tt_lp_bjt,,0.7961
C0_2111,2.4,-30,ss_lp_io25,tt_lp_rvt12,tt_lp_bjt,,0.8295
C0_2112,2.4,-20,ss_lp_io25,tt_lp_rvt12,tt_lp_bjt,,0.8657
C0_2113,2.4,-10,ss_lp_io25,tt_lp_rvt12,tt_lp_bjt,,0.9037
C0_2114,2.4,0,ss_lp_io25,tt_lp_rvt12,tt_lp_bjt,,0.9434
C0_2115,2.4,10,ss_lp_io25,tt_lp_rvt12,tt_lp_bjt,,0.9838
C0_2116,2.4,20,ss_lp_io25,tt_lp_rvt12,tt_lp_bjt,,1.025
C0_2117,2.4,30,ss_lp_io25,tt_lp_rvt12,tt_lp_bjt,,1.066
C0_2118,2.4,40,ss_lp_io25,tt_lp_rvt12,tt_lp_bjt,,1.106
C0_2119,2.4,50,ss_lp_io25,tt_lp_rvt12,tt_lp_bjt,,1.144
C0_2120,2.4,60,ss_lp_io25,tt_lp_rvt12,tt_lp_bjt,,1.18
C0_2121,2.4,70,ss_lp_io25,tt_lp_rvt12,tt_lp_bjt,,1.213
C0_2122,2.4,80,ss_lp_io25,tt_lp_rvt12,tt_lp_bjt,,1.243
C0_2123,2.4,90,ss_lp_io25,tt_lp_rvt12,tt_lp_bjt,,1.269
C0_2124,2.4,100,ss_lp_io25,tt_lp_rvt12,tt_lp_bjt,,1.292
C0_2125,2.6,-55,ss_lp_io25,tt_lp_rvt12,tt_lp_bjt,,1.795
C0_2126,2.6,-50,ss_lp_io25,tt_lp_rvt12,tt_lp_bjt,,1.802
C0_2127,2.6,-40,ss_lp_io25,tt_lp_rvt12,tt_lp_bjt,,1.813
C0_2128,2.6,-30,ss_lp_io25,tt_lp_rvt12,tt_lp_bjt,,1.822
C0_2129,2.6,-20,ss_lp_io25,tt_lp_rvt12,tt_lp_bjt,,1.829
C0_2130,2.6,-10,ss_lp_io25,tt_lp_rvt12,tt_lp_bjt,,1.833
C0_2131,2.6,0,ss_lp_io25,tt_lp_rvt12,tt_lp_bjt,,1.835
C0_2132,2.6,10,ss_lp_io25,tt_lp_rvt12,tt_lp_bjt,,1.836
C0_2133,2.6,20,ss_lp_io25,tt_lp_rvt12,tt_lp_bjt,,1.836
C0_2134,2.6,30,ss_lp_io25,tt_lp_rvt12,tt_lp_bjt,,1.834
C0_2135,2.6,40,ss_lp_io25,tt_lp_rvt12,tt_lp_bjt,,1.831
C0_2136,2.6,50,ss_lp_io25,tt_lp_rvt12,tt_lp_bjt,,1.827
C0_2137,2.6,60,ss_lp_io25,tt_lp_rvt12,tt_lp_bjt,,1.823
C0_2138,2.6,70,ss_lp_io25,tt_lp_rvt12,tt_lp_bjt,,1.818
C0_2139,2.6,80,ss_lp_io25,tt_lp_rvt12,tt_lp_bjt,,1.812
C0_2140,2.6,90,ss_lp_io25,tt_lp_rvt12,tt_lp_bjt,,1.806
C0_2141,2.6,100,ss_lp_io25,tt_lp_rvt12,tt_lp_bjt,,1.799
C0_2142,2.8,-55,ss_lp_io25,tt_lp_rvt12,tt_lp_bjt,,2.142
C0_2143,2.8,-50,ss_lp_io25,tt_lp_rvt12,tt_lp_bjt,,2.138
C0_2144,2.8,-40,ss_lp_io25,tt_lp_rvt12,tt_lp_bjt,,2.129
C0_2145,2.8,-30,ss_lp_io25,tt_lp_rvt12,tt_lp_bjt,,2.12
C0_2146,2.8,-20,ss_lp_io25,tt_lp_rvt12,tt_lp_bjt,,2.111
C0_2147,2.8,-10,ss_lp_io25,tt_lp_rvt12,tt_lp_bjt,,2.101
C0_2148,2.8,0,ss_lp_io25,tt_lp_rvt12,tt_lp_bjt,,2.091
C0_2149,2.8,10,ss_lp_io25,tt_lp_rvt12,tt_lp_bjt,,2.081
C0_2150,2.8,20,ss_lp_io25,tt_lp_rvt12,tt_lp_bjt,,2.071
C0_2151,2.8,30,ss_lp_io25,tt_lp_rvt12,tt_lp_bjt,,2.06
C0_2152,2.8,40,ss_lp_io25,tt_lp_rvt12,tt_lp_bjt,,2.05
C0_2153,2.8,50,ss_lp_io25,tt_lp_rvt12,tt_lp_bjt,,2.039
C0_2154,2.8,60,ss_lp_io25,tt_lp_rvt12,tt_lp_bjt,,2.028
C0_2155,2.8,70,ss_lp_io25,tt_lp_rvt12,tt_lp_bjt,,2.016
C0_2156,2.8,80,ss_lp_io25,tt_lp_rvt12,tt_lp_bjt,,2.005
C0_2157,2.8,90,ss_lp_io25,tt_lp_rvt12,tt_lp_bjt,,1.993
C0_2158,2.8,100,ss_lp_io25,tt_lp_rvt12,tt_lp_bjt,,1.982
C0_2159,3,-55,ss_lp_io25,tt_lp_rvt12,tt_lp_bjt,,2.273
C0_2160,3,-50,ss_lp_io25,tt_lp_rvt12,tt_lp_bjt,,2.267
C0_2161,3,-40,ss_lp_io25,tt_lp_rvt12,tt_lp_bjt,,2.255
C0_2162,3,-30,ss_lp_io25,tt_lp_rvt12,tt_lp_bjt,,2.243
C0_2163,3,-20,ss_lp_io25,tt_lp_rvt12,tt_lp_bjt,,2.231
C0_2164,3,-10,ss_lp_io25,tt_lp_rvt12,tt_lp_bjt,,2.219
C0_2165,3,0,ss_lp_io25,tt_lp_rvt12,tt_lp_bjt,,2.207
C0_2166,3,10,ss_lp_io25,tt_lp_rvt12,tt_lp_bjt,,2.195
C0_2167,3,20,ss_lp_io25,tt_lp_rvt12,tt_lp_bjt,,2.183
C0_2168,3,30,ss_lp_io25,tt_lp_rvt12,tt_lp_bjt,,2.17
C0_2169,3,40,ss_lp_io25,tt_lp_rvt12,tt_lp_bjt,,2.158
C0_2170,3,50,ss_lp_io25,tt_lp_rvt12,tt_lp_bjt,,2.145
C0_2171,3,60,ss_lp_io25,tt_lp_rvt12,tt_lp_bjt,,2.133
C0_2172,3,70,ss_lp_io25,tt_lp_rvt12,tt_lp_bjt,,2.12
C0_2173,3,80,ss_lp_io25,tt_lp_rvt12,tt_lp_bjt,,2.107
C0_2174,3,90,ss_lp_io25,tt_lp_rvt12,tt_lp_bjt,,2.094
